sitrep_no,page,line_no,line_text
35,10,27,15 Forte mobilité des populations Risque élevé Renforcer la surveillance aux PoE/PoC et
35,10,28,d’expansion coordination transfrontalière
35,10,29,géographique rapide
35,10,34,10
35,11,1,Pour l’Institut National de la Santé Publique (INSP) de la RDC
35,11,2,Le Directeur Général de l’INSP
35,11,3,Dr MWAMBA KAZADI Dieudonné
35,11,5,E-mail : dieudonne.mwamba@insp.cd
35,11,6,POUR TOUTE
35,11,7,INFORMATION Tel. : +243 816 040 145
35,11,8,"SUPPLÉMENTAIRE,"
35,11,9,VEUILLEZ CONTACTER Le Coordonnateur COU-SP
35,11,10,Prof NGANDU Christian
35,11,12,E-mail : Christian.ngandu@insp.cd
35,11,13,Tél. : +243998091915
35,11,14,L’Incident Manager
35,11,15,Prof Pierre AKILIMALI
35,11,17,E-mail : pierre.akilimali@insp.cd
35,11,18,Tél. : +243815800288
35,11,23,Avec l’appui technique de l’Organisation Mondiale de la Santé (OMS) et
35,11,24,de Africa CDC
35,11,29,11
34,1,1,Centre d’Opérations d’Urgence de Santé Publique
34,1,2,« COUSP RDC »
34,1,3,Système de Gestion de l’Incident MVE-17
34,1,5,² Rapport de Situation de la 17 ème Epidémie de la Maladie à Virus EBOLA /RDC
34,1,6,SitRep N°34/MVB_17/06/2026
34,1,8,"Provinces touchées (3) ITURI, NORD-KIVU & SUD-KIVU"
34,1,9,"• Ituri (21/36) : Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,"
34,1,10,"Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara, Tchomia,"
34,1,11,"Zones de Santé touchées Kambala, Nia-Nia et Fataki."
34,1,12,"(33) • Nord-Kivu (11/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha,"
34,1,13,"Masereka, Vuhovi, Mabalako et Musienene."
34,1,14,• Sud-Kivu (1/34) : Miti-Murhesa
34,1,15,Date de rapportage 17 juin 2026
34,1,16,Date de publication 18 juin 2026
34,1,21,"896* 232(26,3%) 383(93,6%) 78 151(35 décès) ** 71,1%"
34,1,23,Cumul cas confirmés Cumul décès parmi Patients en Cas suspects du Taux de suivi des
34,1,24,isolement - Nombre cumulé
34,1,25,pour les 3 provinces les confirmés et taux jour contacts pour les
34,1,26,hospitalisation des guéris
34,1,27,de létalité 3 provinces
34,1,28,"* Données réactualisées à la suite du processus de nettoyage et d’harmonisation de la base DHIS2, **Les décès suspects survenus en communauté font l’objet d’une investigation"
34,1,29,"incluant la consolidation des informations issues des zones de santé, des laboratoires et des structures de approfondie en vue d’une éventuelle reclassification (Non-cas, cas probables)."
34,1,30,prise en charge des cas.
34,1,31,continuharmonisation t consolidations.
34,1,33,1. FAITS SAILLANTS
34,1,35,"• Vingt-un (21) nouveaux cas confirmés incluant 6 décès, ont été rapportés dans les provinces de"
34,1,36,l’Ituri (16 dont 4 décès) et Nord-Kivu (5 dont 2 décès) au décours de la journée du 17 juin 2026. Ces
34,1,37,"cas confirmés répartis des zones de santé de Bunia (4), Mongbwalu (4), Nizi (2) Lita (2), Komanda (1),"
34,1,38,"Mangala (1), Nyankunde (1), Kilo (1) dans la province d’Ituri ainsi que celles de Beni (2), Katwa (2) et"
34,1,39,Butembo (1) dans la province du Nord-Kivu.
34,1,40,• Onze (11) patients atteints de la maladie à virus Ebola ont été déclarés guéris après avoir obtenu des
34,1,41,tests de contrôles négatifs.
34,1,42,"• 56 cas probables potentiels en cours de validation : Bunia (18), Rwampara (15), Nyankunde (6),"
34,1,43,"Mongbwalu (6), Aru (3), Katwa (4), Lita (1), Mangala (1), Mambasa (1) et Miti-Murhesa (1). Un cas"
34,1,44,probable est défini comme un décès survenu chez un cas suspect n’ayant pas bénéficié d’un
34,1,45,"prélèvement biologique (swab), mais ayant un lien épidémiologique avec un cas confirmé ou une chaîne"
34,1,46,de transmission documentée.
34,1,47,• *Données réactualisées à la suite du processus de nettoyage et d’harmonisation de la base
34,1,48,"DHIS2, incluant la consolidation des informations issues des zones de santé, des laboratoires et"
34,1,49,des structures de prise en charge des cas. Ce processus est continu.
34,1,50,2. CONTEXTE ÉPIDÉMIOLOGIQUE ET OPÉRATIONNEL
34,1,51,"La province de l'Ituri, située au Nord-Est de la République Démocratique du Congo, partage une frontière"
34,1,52,"longue et poreuse avec l'Ouganda et le Soudan du Sud. Depuis plus de deux décennies, elle est confrontée"
34,1,53,à une crise humanitaire chronique liée aux conflits armés et aux déplacements récurrents de populations. Sa
34,1,54,"population est estimée à plus de 8 millions d'habitants, dont plus d'un million de déplacés internes. La zone"
34,2,1,"de santé de Mongbwalu, considérée comme le point de départ de l'épidémie, est située dans le territoire de"
34,2,2,"Djugu à 70 km de Bunia. Cette zone se caractérise par la présence de groupes armés, des mouvements"
34,2,3,"fréquents de population vers l'Ouganda, et de nombreux chantiers miniers artisanaux attirant des travailleurs"
34,2,4,"migrants. En septembre 2018, la province de l'Ituri avait déjà été touchée par la 10ème épidémie de MVE qui"
34,2,5,"sévissait alors au Nord-Kivu. L'épidémie actuelle, due au Bundibugyo ebolavirus, a été déclarée officiellement"
34,2,6,le 15 mai 2026 par le ministre de la Santé Publique. Les trois provinces touchées comptent une population
34,2,7,"totale estimée à près de 15 millions d'habitants, avec des déplacements internes massifs et des flux"
34,2,8,transfrontaliers vers les pays voisins.
34,2,13,Figure 1. Chronologie des faits de l’épidémie de la maladie à virus Ebola-Bundibugyo.
34,2,15,3. ANALYSE ÉPIDÉMIOLOGIQUE DÉTAILLÉE
34,2,17,3.1 Distribution spatiale et foyers actifs au 17 juin 2026
34,2,19,Tableau 1. Répartition des cas et décès confirmés par province touchée en date du 17 juin 2026.
34,2,20,Nouveaux
34,2,21,Cas Décès Zones de santé cas
34,2,22,Province Létalité
34,2,23,confirmés (confirmés) touchées confirmés
34,2,24,(24h)
34,2,25,"Ituri 817 186 22,8% 21 sur 36 (58,3 %) 16"
34,2,26,"Nord-Kivu 76 45 59,2% 11 sur 34 (32,3 %) 5"
34,2,27,"Sud-Kivu 3 1 33,3% 1 sur 34 (2,9 %) 0"
34,2,28,"Total 896 232 26,3% 33 sur 104 (31,7 %) 21"
34,2,30,"Pour la journée du 17 juin 2026, aucune nouvelle zone de santé touchée. Le nombre des zones de santé"
34,2,31,"affectées demeure à 33/104 (section 3.1). La province de l’Ituri demeure l’épicentre avec 91,2% des cas"
34,2,32,confirmés rapportés à travers les 3 provinces touchées dont deux sont restées actives (Ituri et Nord-Kivu) au
34,2,33,cours de 21 derniers jours. La province du Nord-Kivu reste la plus affectée en ce qui concerne la létalité
34,2,34,"(59,2%) tandis que la province de l’Ituri montre une faible létalité (22,8%) comparativement au Nord-Kivu, en"
34,2,35,"dépit du nombre important des décès enregistrés. D’autre part, la province du Sud-Kivu n’a pas notifié de"
34,2,36,"cas confirmé depuis le 26 mai 2026 (Tableau 1). Absence de transmission récente au Sud-Kivu, mais"
34,2,37,vigilance nécessaire.
34,2,38,2
34,3,1,3.2 Répartition par zone de santé (Cumul au 18/06/2026)
34,3,3,"• Province de l'Ituri (817 cas) : Bunia (247), Rwampara (195), Mongbwalu (189), Nyankunde (68), Nizi"
34,3,4,"(25), Lita (18), Komanda (10), Bambu (9), Kilo (7), Mangala (5), Tchomia (5), Damas (4), Aungba (4),"
34,3,5,"Rimba (3), Aru (3), Mambasa (2), Logo (2), Drodro (1), Gety (1), Kambala (1), Nia-Nia (1) et Fataki (1)."
34,3,6,Dix-sept (17) cas supplémentaires sont en attente de ventilation précise par zone de santé dans la
34,3,7,province.
34,3,8,"• Province du Nord-Kivu (76 cas) : Butembo (25), Katwa (24), Beni (15), Oicha (3), Kalunguta (2), Kyondo"
34,3,9,"(2), Goma (1), Masereka (1), Vuhovi (1), Mabalako (1) et Musienene (1)."
34,3,10,• Province du Sud-Kivu (3 cas) : Miti-Murhesa (3).
34,3,12,"3.3 Analyse temporelle : On observe un nombre croissant de cas confirmés d’une semaine à l’autre,"
34,3,13,traduisant une transmission continue de la maladie dans la communauté. Une expansion géographique rapide
34,3,14,de l’épidémie demeure possible si les actions de santé publique ne sont pas mises en œuvre rapidement.
34,3,19,3.4 Cartographie épidémique
34,3,24,Figures 2 & 3. Spatialisation des cas confirmés de la MVE par zones de santé affectées et dans les
34,3,25,trois provinces touchées en date du 17 juin 2026
34,3,28,3
34,4,1,Tableau 2: Cas confirmés et décès par province et zone de santé (18 juin 2026)
34,4,3,Province / Zone de santé Cas confirmés cumulés Décès parmi confirmés Létalité
34,4,4,(n) (n) (%)
34,4,5,"ITURI 817 186 22,8%"
34,4,6,"Bunia 247 41 16,6%"
34,4,7,"Rwampara 195 33 16,9%"
34,4,8,"Mongbwalu 189 83 43,9%"
34,4,9,"Nyankunde 68 6 8,8%"
34,4,10,"Nizi 25 5 20,0%"
34,4,11,"Lita 18 4 22,2%"
34,4,12,"Komanda 10 3 30,0%"
34,4,13,"Bambu 9 2 22,2%"
34,4,14,"Kilo 7 1 14,3%"
34,4,15,"Mangala 5 3 60,0%"
34,4,16,"Tchomia 5 0 0,0%"
34,4,17,"Damas 4 0 0,0%"
34,4,18,"Aungba 4 1 25,0%"
34,4,19,"Rimba 3 0 0,0%"
34,4,20,"Aru 3 1 33,3%"
34,4,21,"Mambasa 2 1 50,0%"
34,4,22,"Logo 2 0 0,0%"
34,4,23,"Drodro 1 1 100,0%"
34,4,24,"Gety 1 0 0,0%"
34,4,25,"Kambala 1 1 100,0%"
34,4,26,"Nia-Nia 1 1 100,0%"
34,4,27,"Fataki 1 0 0,0%"
34,4,28,"Autres zones non encore 17 0 0,0%"
34,4,29,identifiées
34,4,30,"NORD-KIVU 76 45 59,2%"
34,4,31,"Butembo 25 11 44,0%"
34,4,32,"Katwa 24 16 66,7%"
34,4,33,"Beni 15 12 80,0%"
34,4,34,"Oicha 3 2 66,7%"
34,4,35,"Kalunguta 2 1 50,0%"
34,4,36,"Kyondo 2 1 50,0%"
34,4,37,"Goma 1 0 0,0%"
34,4,38,"Masereka 1 0 0,0%"
34,4,39,"Vuhovi 1 1 100,0%"
34,4,40,"Mabalako 1 0 0,0%"
34,4,41,"Musienene 1 1 100,0%"
34,4,42,"SUD-KIVU 3 1 33,3%"
34,4,43,"Miti-Murhesa 3 1 33,3%"
34,4,44,"TOTAL GÉNÉRAL 896 232 26,3%"
34,4,46,4
34,5,1,"Au 18 juin 2026, la situation épidémiologique de la 17ème épidémie de Maladie à Virus Ebola (MVE) en"
34,5,2,"République Démocratique du Congo est caractérisée par un cumul de 896 cas confirmés et 232 décès,"
34,5,3,"résultant en un taux de létalité global de 26,3%."
34,5,5,Dynamique provinciale et concentration des cas
34,5,6,"La province de l'Ituri demeure l'épicentre absolu de l'épidémie, concentrant 91,2% des cas (n=817) et 80,2%"
34,5,7,"des décès (n=186). Le taux de létalité provincial s'établit à 22,8%. Les zones de santé les plus affectées sont"
34,5,8,"Bunia (247 cas), Rwampara (195 cas) et Mongbwalu (189 cas). Bien que Bunia et Rwampara présentent des"
34,5,9,"taux de létalité modérés (16,6% et 16,9% respectivement), la zone de Mongbwalu affiche une sévérité"
34,5,10,"marquée avec un taux de 43,9% (83 décès pour 189 cas), suggérant des défis persistants dans la prise en"
34,5,11,charge précoce ou l'accès aux soins. Il est notable que 17 cas supplémentaires ont été signalés dans des
34,5,12,"zones de santé non encore identifiées, sans décès associé, ce qui pourrait indiquer une extension"
34,5,13,geographique necessitant une investigation renforcée.
34,5,15,Sévérité de l'épidémie au Nord-Kivu
34,5,16,La province du Nord-Kivu présente le profil le plus préoccupant en termes de gravité. Avec 76 cas
34,5,17,"confirmés et 45 décès, le taux de létalité provincial atteint 59,2%, soit plus du double de la moyenne"
34,5,18,"nationale. Cette létalité élevée est portée par les zones de santé de Beni (80,0%), Katwa (66,7%) et Oicha"
34,5,19,"(66,7%). La zone de Butembo, bien que cumulative plus de cas (n=25), présente une létalité légèrement"
34,5,20,"inférieure (44,0%). La présence de cas avec une létalité de 100% dans les zones à faible effectif (Vuhovi,"
34,5,21,Musienene) est un indicateur de la dangerosité du virus dans cette region et de la necesité d'une riposte
34,5,22,clinique immédiate.
34,5,24,4. ACTIONS DE RIPOSTE PAR PILIER
34,5,25,4.1 Coordination
34,5,26,National / Ituri :
34,5,27,• Tenue de l’atelier pour la revue des premières actions de la riposte à la MVE.
34,5,28,• Tenue de la réunion de coordination sur le suivi des activités menées sur terrain par les partenaires
34,5,29,techniques et financiers à travers les piliers de la réponse.
34,5,30,• Tenue d’une réunion stratégique avec le nouveau gouverneur militaire de la province de l’Ituri.
34,5,32,4.2 Surveillance épidémiologique
34,5,34,Tableau 3. Gestion des alertes épidémiologiques (24h) au 17 juin 2026
34,5,36,Indicateur Ituri Nord-Kivu Sud-Kivu Total
34,5,37,Alertes remontées 266 755 7 1028
34,5,38,Alertes investiguées 81 746 3 830
34,5,39,"Taux d'investigation 30,5% 98,8% 42,9% 80,7%"
34,5,40,Vivantes 60 54 2 116
34,5,41,Alertes validées
34,5,42,Décédées 16 19 0 35
34,5,43,Total des cas suspects du jour 76 73 2 151
34,5,45,"Au terme de la journée du 17 juin 2026, 1 028 alertes ont été remontées dans les trois provinces touchées,"
34,5,46,"830 (80,7%) de ces alertes ont été investiguées, 151 cas suspects (35 décès) ont été identifiés."
34,5,49,5
34,6,1,Tableau 4. Suivi des contacts des cas confirmés au 17 juin 2026
34,6,3,Province Contacts sous suivi (n) Contacts vus (n) Taux de suivi (%)
34,6,5,"Ituri 4 659 3 297 70,8%"
34,6,6,"Nord-Kivu 1 628 1 148 70,5%"
34,6,7,"Sud-Kivu 80 80 100,0%"
34,6,8,"Total 6 367 4 525 71,1%"
34,6,10,• Poursuite des investigations approfondies et du listage exhaustif et suivi des contacts autour des cas
34,6,11,"confirmés dans les ZS (narratifs des cas confirmés, nombre de contacts listés et suivis par cas)."
34,6,12,• 319 nouveaux contacts ont été listés dans 3 ZS de la province de l’Ituri. Ces contacts sont répartis dans
34,6,13,"les ZS de Bambu (168), Bunia (142) et Nizi (9)."
34,6,15,Point sur les activités de points de contrôle et points d’entrées (PoC/PoE)
34,6,16,"• PoC Mudzibala/Bunia : 1 alerte (corps sans vie) interceptée, notifiée. Après vérification des documents, le"
34,6,17,"corps a été libéré, pour le cimetière avec le swab réalisé et le résultat est revenu négatif à la MVE ; 1 alerte"
34,6,18,"vivante interceptée, notifiée et validée à Mudzibala et orientée à l’HGR de Bunia."
34,6,19,• Axe Bunia- Aru : 1 Alerte notifiée et validée au PoC Route Watsa : 1 alerte (corps sans vie) interceptée et
34,6,20,"notifiée. Après vérification des documents, le corps a été libéré pour le cimetière ; 1 Alerte notifiée et"
34,6,21,"validée au PoC Ofoo : 1 alerte (corps sans vie) interceptée, notifiée après vérification des documents, le"
34,6,22,"corps a été libéré, pour le cimetière avec les swab réalisés sont rendus négatif à la MVE."
34,6,23,Tableau 5. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) dans la province
34,6,24,"de l’Ituri, en date du 17 juin 2026"
34,6,26,Indicateurs Résultats
34,6,27,"Proportion de PoC activés 78,1% (43/55)"
34,6,28,Nombre des voyageurs passés 62 104
34,6,29,"% des voyageurs screenés 96,0%"
34,6,30,"% des voyageurs ayant lavé les mains 93,8%"
34,6,31,"% des voyageurs sensibilisés 91,0%"
34,6,32,Nombre d’alertes notifiées 4
34,6,33,"% d’alertes investiguées ou corps sans vie swabé dans 24h 100,0%"
34,6,34,Nombre d'alertes validées 4
34,6,35,"% de résultats disponibles dans 24h 75,0%"
34,6,36,Nombre d’alertes transférées au CT/CTE ou pour EDS 4
34,6,37,Nombre de contacts interceptés ce jour 0
34,6,39,4.3 Laboratoire
34,6,40,"• Ituri : 126 échantillons collectés et analysés (positivité 12,7% ; n=16)."
34,6,41,"• Nord-Kivu : 70 nouveaux échantillons collectés et analysés (positivité 7,1% ; n=5)."
34,6,42,"• Sud-Kivu : 2 nouveaux échantillons collectés et analysés, tous sont revenus négatifs."
34,6,47,6
34,7,1,4.4 Prévention et Contrôle de l'Infection (PCI)
34,7,2,Ituri : Briefing de 34 prestataires a été organisé dans les ZS Mambasa et Nyankunde sur les
34,7,3,"précautions standards (le lavage correct des mains, le port et le retrait, bionettoyage) ; dotation des"
34,7,4,ambulances dans les HGRs des ZS (Komanda et Bunia) ; dotation de kits Wash dans les ZS
34,7,5,Mongbwalu et Bunia.
34,7,7,• Nord-Kivu : Evaluation des membres du personnel de santé exposés à un cas confirmé de MVE à
34,7,8,l’HGR Kitatumba : 3 prestataires ont été jugés à risque élevé et placés en isolement ; sensibilisation
34,7,9,et briefing de 50 prestataires de santé sur les principales thématiques de PCI dans le contexte de
34,7,10,"l’épidémie de MVE dans les Zones de Santé de Beni, Butembo et Katwa ; poursuite de la formation"
34,7,11,de 40 prestataires du CTE MATANDA en cours de construction par l’IMC ; accompagnement
34,7,12,"technique et supervision de 32 ESS dans les zones de santé de Beni, Butembo, Katwa, Goma et"
34,7,13,Karisimbi ; décontamination réalisée dans les structures de santé et ménages autour des cas
34,7,14,"confirmés de MVE à Beni, Butembo et Katwa ; réalisation des évaluations scorecard dans 7 ESS, dont"
34,7,15,"3 structures tradi-modernes à Katwa (Centre Tradi Yahwe RAPHA 15%, Source de Vie 5%,"
34,7,16,"Dispensaire Mavondo 16%), 4 ESS à Beni (CH St Charles 48,8%, CS Butanuka 44%, CS Kasabinyale"
34,7,17,"51,1% et CS Ruwenzori 60,4%), soit une moyenne de 43,2% ; Clôture du briefing des prestataires de"
34,7,18,"santé des cliniques de la MONUSCO à Goma, Bunia et Kinshasa (65 participants) avec l’appui de"
34,7,19,l’OMS.
34,7,20,4.5 Prise en charge holistique
