sitrep_no,indicator_code,domain,value,value_source,source_type,extraction_rule,priority,evidence,extracted_at,candidate_flag,qc_valid,qc_note
38,contacts_followed_up,contacts,2026,observed,full_text,narr_contacts_followed,4,"Centre d’Opérations d’Urgence de Santé Publique « COUSP RDC » Système de Gestion de l’Incident MVE-17 ² Rapport de Situation de la 17 ème Epidémie de la Maladie à Virus EBOLA /RDC SitRep N°38/MVB_21/06/2026 Provinces touchées (3) ITURI, NORD-KIVU & SUD-KIVU • Ituri (22/36) : Aru, Aungba, Bambu, Bunia, Damas, Drodro, Gety, Kilo, Komanda, Lita, Logo, Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara, Tchomia, Zones de Santé touchées Kambala, Nia-Nia et Fataki. (34) • Nord-Kivu (11/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha, Masereka, Vuhovi, Mabalako et Musienene. • Sud-Kivu (1/34) : Miti-Murhesa Date de rapportage 21 juin 2026 Date de publication 22 juin 2026 1 048* 267(25,5%) 371(84,1%) 112 202(60 décès) ** 70,8% Cumul cas confirmés Cumul décès parmi Patients en Cas suspects du Taux de suivi des isolement - Nombre cumulé pour les 3 provinces les confirmés et taux jour contacts pour les hospitalisation des guéris de létalité 3 provinces * Données réactualisées à la suite du processus de nettoyage et d’harmonisation de la base DHIS2, incluant la **Les décès suspects survenus en communauté font l’objet d’une investigation consolidation des informations issues des zones de santé, des laboratoires et des structures de prise en charge des cas. approfondie en vue d’une éventuelle reclassification (Non-cas, cas probables). 1. FAITS SAILLANTS • Quarante-cinq (45) nouveaux cas confirmés dont 13 décès, ont été rapportés au terme de la journée du 21 juin 2026, dans les provinces de l’Ituri (38 dont 11 décès) et Nord-Kivu (7 dont 2 décès). Ces cas confirmés se répartissent entre les zones de santé suivantes : Bunia (10), Mongbwalu (9), Nyankunde (7), Rwampara (4), Mangala (4), Tchomia (2), Lita (1) et Nia-Nia (1) dans la province d’Ituri et Katwa (3), Beni (1), Butembo (1), Kyondo (1) et Musienene (1) dans la province du Nord-Kivu. • Douze (12) patients atteints de la maladie à virus Ebola ont été déclarés guéris après avoir obtenu des tests de contrôles négatifs dont 9 en Ituri et 3 au Nord-Kivu. 2. CONTEXTE ÉPIDÉMIOLOGIQUE ET OPÉRATIONNEL La province de l'Ituri, située au Nord-Est de la République Démocratique du Congo, partage une frontière longue et poreuse avec l'Ouganda et le Soudan du Sud. Depuis plus de deux décennies, elle est confrontée à une crise humanitaire chronique liée aux conflits armés et aux déplacements récurrents de populations. Sa population est estimée à plus de 8 millions d'habitants, dont plus d'un million de déplacés internes. La zone de santé de Mongbwalu, considérée comme le point de départ de l'épidémie, est située dans le territoire de Djugu à 70 km de Bunia. Cette zone se caractérise par la présence de groupes armés, des mouvements fréquents de population vers l'Ouganda, et de nombreux chantiers miniers artisanaux attirant des travailleurs migrants. En septembre 2018, la province de l'Ituri avait déjà été touchée par la 10ème épidémie de MVE qui sévissait alors au Nord-Kivu. L'épidémie actuelle, due au Bundibugyo ebolavirus, a été déclarée officiellement le 15 mai 2026 par le ministre de la Santé Publique. Les trois provinces touchées comptent une population totale estimée à près de 15 millions d'habitants, avec des déplacements internes massifs et des flux transfrontaliers vers les pays voisins. Figure 1. Chronologie des faits de l’épidémie de la maladie à virus Ebola-Bundibugyo. 3. ANALYSE ÉPIDÉMIOLOGIQUE DÉTAILLÉE 3.1 Distribution spatiale et foyers actifs au 21 juin 2026 Tableau 1. Répartition des cas et décès confirmés par province touchée en date du 21 juin 2026. Nouveaux Cas Décès Zones de santé cas Province Létalité confirmés (confirmés) touchées confirmés (24h) Ituri 954 216 22,6% 22 sur 36 (61,1 %) 38 Nord-Kivu 91 50 54,9% 11 sur 34 (32,3 %) 7 Sud-Kivu 3 1 33,3% 1 sur 34 (2,9 %) 0 Total 1048 267 25,5% 34 sur 104 (32,7 %) 45 Aucune nouvelle zone de santé n’a été touchée à l’issue de la journée du 21 juin 2026. Le nombre des zones de santé affectées reste à 34/104 (section 3.1). Depuis le 26 mai 2026, la province du Sud-Kivu n’a enregistré aucun cas confirmé, ce qui suggère une absence de transmission récente. Cependant, une surveillance active reste nécessaire. 3.2 Répartition par zone de santé (Cumul au 21/06/2026) • Province de l'Ituri (954 cas) : Bunia (285), Rwampara (215), Mongbwalu (229), Nyankunde (86), Nizi (26), Lita (21), Mangala (11), Bambu (14), Komanda (10), Kilo (7), Tchomia (7), Damas (4), Aungba (6), Rimba (3), Aru (3), Mambasa (2), Nia-Nia (2), Logo (2), Drodro (1), Gety (1), Kambala (1), et Fataki (1). Dix-sept (17) cas supplémentaires sont en attente de ventilation précise par zone de santé dans la province. • Province du Nord-Kivu (91 cas) : Katwa (31), Butembo (28), Beni (18), Oicha (3), Kyondo (3), Kalunguta (2), Musienene (2), Goma (1), Masereka (1), Vuhovi (1) et Mabalako (1). • Province du Sud-Kivu (3 cas) : Miti-Murhesa (3). 2 3.3 Analyse temporelle : On observe un nombre croissant de cas confirmés d’une semaine à l’autre, traduisant une transmission continue de la maladie dans la communauté. Une expansion géographique rapide de l’épidémie demeure possible si les actions de santé publique ne sont pas mises en œuvre rapidement. 3.4 Cartographie épidémique Figures 2 & 3. Spatialisation des cas confirmés de la MVE par zones de santé affectées et dans les trois provinces touchées en date du 21 juin 2026 3 Figure 1. Cas confirmés MVE-Bundibugyo par date de notification et par issue — RDC, 15–21 juin 2026 ⚠ La variation journalière doit être interprétée avec prudence. Source : COUSP SitRep N°038 | INSP. Figure 2. Trajectoire cumulée des cas confirmés et tendance du taux de létalité par province — RDC, 14–21 juin 2026 Note : Le TL calculé sur les cas cumulés est sujet à un délai de notification. Source : COUSP SitReps N°031–N°038. Figure 3. Cas confirmés journaliers par zone de santé vs total national — RDC, 15–21 juin 2026 Barres colorées = zones de santé prioritaires | Ligne pointillée = total national | Source : COUSP SitRep N°038 / INSP. 4 Tableau 2. Répartition des cas et décès confirmés de la maladie à virus Ebola par province et zone de santé (21 juin 2026) Cas Décès Létalité Province / Zone de santé confirmés confirmés (CFR, %) cumulés (n) cumulés (n) ITURI 954 216 22,6% Bunia 285 45 15,8% Rwampara 215 36 16,7% Mongbwalu 229 96 41,9% Nyankunde 86 9 10,5% Nizi 26 5 19,2% Lita 21 6 28,6% Komanda 10 3 30,0% Bambu 14 2 14,3% Kilo 7 1 14,3% Mangala 11 5 45,5% Tchomia 7 0 0,0% Damas 4 0 0,0% Aungba 6 2 33,3% Rimba 3 0 0,0% Aru 3 1 33,3% Mambasa 2 1 50,0% Logo 2 0 0,0% Drodro 1 1 100,0% Gety 1 0 0,0% Kambala 1 1 100,0% Nia-Nia 2 2 100,0% Fataki 1 0 0,0% Autres zones non encore identifiées 17 0 0,0% NORD-KIVU 91 50 54,9% Butembo 28 13 46,4% Katwa 31 19 61,3% Beni 18 12 66,7% Oicha 3 2 66,7% Kalunguta 2 1 50,0% Kyondo 3 1 33,3% Goma 1 0 0,0% Masereka 1 0 0,0% Vuhovi 1 1 100,0% Mabalako 1 0 0,0% Musienene 2 1 50,0% SUD-KIVU 3 1 33,3% Miti-Murhesa 3 1 33,3% TOTAL 1048 267 25,5% 5 La situation épidémiologique de la 17ème épidémie de Maladie à Virus Ebola (MVE) en République Démocratique du Congo est en progression, 45 nouveaux cas confirmés dont 13 décès ont été rapportés au cours des dernières 24h, soit un cumul de 1 048 cas confirmés et 267 décès, exprimant un taux de létalité global de 25,5%. Dynamique provinciale et concentration des cas Environ 91,0% des cas (n=954) et 80,9% des décès (n=216), soit une létalité de 22,6% sont concentrés dans la province de l'Ituri, faisant d’elle l'épicentre absolu de l'épidémie. D’autre part, un peu plus de trois-quarts des cas rapportés (n=729) dans la province de l’Ituri sont localisés dans les zones de santé les plus affectées, en l’occurrence celles de Bunia (285 cas), Mongbwalu (229 cas), Rwampara (215 cas). Les ZS de Bunia et Rwampara présentent des taux de létalité modérés (15,8% et 16,7% respectivement), la zone de Mongbwalu affiche une sévérité marquée, avec une létalité de 41,9% (96 décès pour 229 cas), suggérant des défis persistants dans la prise en charge précoce ou l'accès aux soins. Par ailleurs, 17 cas supplémentaires ont été signalés dans des zones de santé non encore identifiées, sans décès associé, ce qui pourrait indiquer une extension géographique nécessitant une investigation renforcée. Sévérité de l'épidémie au Nord-Kivu Un cumul de 91 cas confirmés et 50 décès a été rapporté dans cette province, soit un taux de létalité de 54,9 %. Cette dernière présente le profil le plus préoccupant en termes de gravité, plus élevé que la moyenne nationale. Cette létalité élevée est portée par les zones de santé de Beni (66,7%), Katwa (61,3%) et Oicha (66,7%). La zone de santé de Katwa vient en tête de notification en termes du nombre de cas (n=31), suivie de la ZS de Butembo (n=28) avec une létalité inférieure (46,4%). Une létalité de 100% a été observée uniquement dans la zone de Vuhovi (à faible effectif) exprimant la dangerosité du virus dans cette région et de la nécessité d'une riposte clinique immédiate. 4. ACTIONS DE RIPOSTE PAR PILIER 4.1 Coordination Nationale / Ituri : • Poursuite des réunions de coordination et appui aux piliers de la réponse. 4.2 Surveillance épidémiologique Tableau 3. Gestion des alertes épidémiologiques (24h) au 21 juin 2026 Indicateur Ituri Nord-Kivu Sud-Kivu Total Alertes remontées 300 518 13 831 Alertes investiguées 300 518 13 831 Taux d'investigation 100,0% 100,0% 100,0% 100,0% Vivantes 117 22 3 142 Alertes validées Décédées 43 17 0 60 Total des cas suspects du jour 160 39 3 202 Pour la journée du 21 juin 2026, 831 alertes ont été remontées par les trois provinces, 831 (100,0%) ont été investiguées, 202 cas suspects dont 60 décès ont été identifiés (Tableau 3). 6 Tableau 4. Suivi des contacts des cas confirmés au 21 juin 2026 Contacts sous suivi Contacts vus Province Taux de suivi (%) (n) (n) Ituri 6 244* 4 540 72,7% Nord-Kivu 2 122 1 364 64,3% Sud-Kivu 58 58 100,0% Total 8 424 5 962 70,8% *Le taux de suivi dans la province de l’Ituri a été calculé sur base des zones de santé ayant rapportées les données sur le suivi des contacts (complétude : 14/18 : 77,7%) • Poursuite des investigations approfondies et du listage exhaustif et suivi systématique des contacts autour des cas confirmés dans les ZS (narratifs des cas confirmés, nombre de contacts listés et suivis par cas). • 653 nouveaux contacts ont été listés dont 405 dans 6 ZS de la province de l’Ituri et 248 dans la province du Nord-Kivu. Figure 4. Taux de suivi des contacts et contacts sous suivi — RDC, 14–21 juin 2026 Ligne verte pointillée = cible 95%. Écart national : –24,2 pp. Source : COUSP SitReps N°031–N°038. Point sur les activités de points de contrôle et points d’entrées (PoC/PoE) • Au Nord-Kivu : Deux (2) alertes vivantes notifiées aux PoC Kyavinyonge et Barrière de Mavivi dont une (1) validée et une (1) invalidée après investigation. Le cas suspect a été référé au CSR Kyavonyonge dans la ZS de Kyondo. • En Ituri : Six (6) alertes ont été notifiées dont 3 alertes vivantes notifiées au PoC Mudzibala, 2 alertes vivantes notifiées aux PoC Nyamusasi et Foner Mambasa (toutes ont été invalidées) et 1 corps sans vie intercepté au PoC Pluto libéré après vérification des documents. 7 Tableau 5. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC), en date du 21 juin 2026 INDICATEURS Ituri Nord-Kivu Global Proportion de PoC activés et PoE renforcés 83,6% (46/55) 92,3% (12/13) 85,3% (58/68) Nombre des personnes passées aux PoE/PoC 72 826 39 229 112 055 % des voyageurs screenés 97,0% 96,9% 97,0% % des voyageurs ayant lavé les mains 97,0% 96,6% 97,0% % des voyageurs sensibilisés 97,0% 96,9% 97,0% Nombre d’alertes notifiées 6 2 8 Nombre d’alertes vivantes validées 4 1 5 Nombre des corps sans vie interceptés ce jour 1 0 1 Nombre des contacts à problème interceptés ce jour 0 0 0 % d’alertes vivantes validées référées au CT/CTE 100,0% 100,0% 100,0% % des corps sans vie swabé 0,0% 0,0% 0,0% Nombre de résultat positif des cas suspects référés 0 0 0 4.3. Laboratoire • Ituri : 243 échantillons collectés et analysés (positivité 15,6% ; n=32). • Nord-Kivu : 91 nouveaux échantillons collectés et analysés (positivité 7,7% ; n=7). Un total de 52 échantillons sont en cours d’analyse à Beni (4) et à Butembo (48). • Sud-Kivu : 3 nouveaux échantillons ont été collectés et tous sont revenus négatifs à la MVE après analyse. 4.4. Prévention et Contrôle de l'Infection (PCI) Ituri : Réalisation de 23/25 enterrements dignes et sécurisés (EDS) dans les ZS de Bunia, Rwampara et Mongbwalu ; deux gaps ont été rapportés à Mongbwalu du fait de résistances des familles ; décontamination de 6 ménages et 5 marchés autour des cas dans la ZS de Bunia ainsi que 2 ménages dans la ZS de Rwampara ; briefing et sensibilisation PCI de 172 prestataires et acteurs communautaires, notamment dans les ZS de Bunia, Bambu, Rwampara, Komanda et Mambasa. Nord-Kivu : Evaluation Scorecard PCI de 8 ESS (score PCI moyen : 53,9%) suivie d’un briefing de 62 prestataires des soins ; réalisation de 5 EDS en 24h ; 8 swabs réalisés sur les alertes-décès remontées par la morgue ; briefing de 123 prestataires de soins des ZS de Beni, Butembo, Goma et Karisimbi sur différentes thématiques de la PCI dans le contexte de l’épidémie de MVE ; dotation des dispositifs de lavage des mains à 8 Centres de passation des examens d’Etat à Butembo ; décontamination de 2 ESS (CH JERUSALEM & CH MUTIRI) à la suite du transfert d’un cas confirmé positif au CTE à Katwa ; évaluation PCI scorecard dans 12 ESS, dont 2 dans la ZS de Katwa (CH EERA : 42,5% et MTA OURAGAN 17,5% dans l’aire de sante KIHINGA) et 10 dans la ZS de Karisimbi (score moyen : 50,9%) ; accompagnement PCI de 46 ESS prioritaires dans les ZS de Beni, Butembo, Katwa, Goma et Karisimbi. 4.5 Prise en charge holistique • Douze (12) patients atteints de la maladie à virus Ebola ont été déclarés guéris après avoir obtenu des tests de contrôles négatifs dont 9 en Ituri et 3 au Nord-Kivu. 8 • Poursuite de suivi nutritionnel des malades dans les CTE : 796 repas chauds ont été servis dont 106 auprès des cas confirmés, 156 aux cas suspects, 463 aux PPL et 71 aux accompagnants. Tableau 6. Mouvement des patients dans les établissements de soins (CTE/CT/CI) au 21 juin 2026 Indicateur Ituri Nord-Kivu Sud-Kivu Ensemble Patients au lit (J-1) 294 59 7 360 Total admissions (24h) 60 7 3 70 Sorties (24h) Décédés (Suspects/Conf.) 14 0 0 14 Non-cas 28 0 0 28 Guéris 9 3 0 12 Évadés (Suspects/Conf.) 4 0 0 4 Transférés à l'HGR 1 0 0 1 Total sorties 56 3 0 59 Patients en isolement (Fin J) 298 63 10 371 dont confirmés (NC+AC) 169 27 0 196 dont suspects 129 36 10 175 Taux d'occupation global 88,2% 88,7% 31,3% 84,1% Activités de santé mentale et soutien psychosocial Tableau 7. Indicateurs clés des activités de santé mentale et soutien psychosocial au 21 juin 2026 INDICATEURS CLES ITURI NORD-KIVU SUD-KIVU Nouveaux cas confirmés admis au CTE ayant bénéficié 3 (5,8%) 2 (100,0%) 0 d'interventions SMSPS Cas confirmés en cours de suivi ayant bénéficié d'interventions 30 (20,4%) 7 (100,0%) 0 SMSPS Nouveaux cas suspects ayant bénéficié d'interventions SMSPS 7 (9,9%) 2 (100,0%) 0 Cas suspects en cours de suivi ayant bénéficié d'interventions 47 (36,4%) 7 (100,0%) 6 (100,0%) SMSPS Résultats de laboratoire ayant été annoncés 4 3 0 Dont positifs 2 0 0 Nb Enfants séparés en crèche ayant bénéficié d'interventions 0 0 1 SMSPS Nb Enfants séparés en communauté ayant bénéficié 7 1 41 d'interventions SMSPS Nb accompagnants au CTE ayant bénéficié d'interventions 42 11 17 SMSPS Nb PPL ayant bénéficié d'interventions SMSPS 15 6 12 Nb membres des ménages et communautés ayant bénéficié 16 25 7 d'interventions SMSPS Nbre d'EDS appuyés 0 0 0 9 4.6 Continuité des soins • Poursuite de la formation en cours des 40 accoucheuses et infirmiers des zones de santé de Nyankunde et Rwampara en santé sexuelle et reproductive dans le contexte de la MVE. 4.7 Communication sur les risques et engagement communautaire Ituri : Sensibilisation de masse de 3853 personnes sur le respect des mesures préventives de la MVE, la prise en charge, la remontée des alertes communautaires et les EDS dans les ZS de Bunia, Aungba, Nyankunde, Bambu, Nizi, Nia-Nia et Rwampara ; Diffusion de 18 spots et message ; Les mesures préventives de la MVE ; Appui du partenaire FHI 360 ; 32 prestataires ont Briefés sur la surveillance à base communautaire dans la ZS de Nia-Nia ; Formation de 40 prestataires sur la Communication sur les risques et engagement communautaire ; Causerie éducative de 2084 Recos pour 263 ménages dans la ZS de Nyankunde . Appui aux autres piliers : Surveillance : admission des 4 personnes au CTE ; conscientisation d’une famille pour l’adhésion au référencement au CTE pour une patiente présentant les symptômes (AS LENGABO) ; PCI : Appui à l’EDS dans trois familles (AS Hoho) et préparation d’une famille à l’acceptation à l’EDS (ZS Rwampara). Résultat : EDS réalisés Nord-Kivu : 76 786 personnes sensibilisées, 26 723 ménages visités ; renforcement des capacités de 250 RECO mobilisés et 164 acteurs communautaires ; 35 leaders musulmans briefés et 22 leaders religieux engagés ; 18 radios locales mobilisées ; 3 formats de communication produits et diffusés ; 2 évaluations rapides réalisées auprès de 26 personnes à la suite de 6 cas d’évasion (4 à KAMI et 2 au CTE Munigi) ; 8 371 personnes sensibilisées dans les marchés, parkings, églises, sites de quarantaine et CTE ; causerie éducative en faveur de 20 jeunes leaders des différents groupes de pression et mouvements citoyens de 7 quartiers de la commune de Bungulu sur la prévention de la MVE et leur implication dans la prévention contre la violence et les attaques contre les équipes et les actions de la riposte à la MVE. 4.8. Logistique • Réception de deux camions de kits et livraison des intrants PCI à l’EPST pour l’examen d’Etat. • Trente (30) véhicules et deux (2) ambulances ont été mis à disposition des différents piliers pour assurer la mobilité opérationnelle. • Trois véhicules du ministère nécessitent un entretien ; approvisionnement en carburant de 127 litres pour un véhicule. 4.9. Sécurité • La situation sécuritaire reste calme mais imprévisible à Bunia et environs. 4.10. PSEA (Prévention contre l'Exploitation et les Abus Sexuels) • Poursuite des briefings des acteurs, de la sensibilisation communautaire sur les exploitations, abus et harcèlements sexuels, ainsi que de la signature des codes de bonne conduite. • Ituri : 126 personnes briefées (59 femmes et 67 hommes) ; émission radio en swahili sur la réduction des risques EAS dans la riposte ; sensibilisation communautaire de 66 personnes. • Sud Kivu : Sensibilisation PSEA de 1 040 personnes dont 203 femmes, 164 hommes, 216 filles et 457 garçons dans la ZS de Katana, parmi eux 5 personnes vivant avec handicap ,60 femmes enceintes et 110 femmes allaitantes. 10 5. PRINCIPAUX DÉFIS, IMPACTS ET ACTIONS REQUISES N° Défis Impact Actions requises 1 Réticence aux prélèvements post Retard de confirmation, Intensifier la CREC, implication des leaders mortem (EDS / swabs) et sous-estimation des cas, religieux et communautaires, renforcement de résistance communautaire perturbation des activités la sécurité des équipes clés 2 Capacité insuffisante en CTE et Retards d’admission, Accélérer la construction et l’expansion des saturation en Ituri (84,1%) augmentation du risque CTE, déployer des structures temporaires de transmission supplémentaires nosocomiale 3 Faible performance du suivi des Chaînes de transmission Former, déployer et motiver les relais contacts (70,8% vs cible 95%) non interrompues communautaires (RECO), supervision renforcée 4 Faible remontée des alertes dans Transmission non Renforcer la surveillance communautaire, certaines ZS affectées détectée, expansion améliorer la remontée et l’investigation rapide silencieuse de l’épidémie des alertes 5 Cas confirmés non localisés ou Lacunes majeures dans Conduire une réconciliation des données, non classifiés (17 cas) la reconstruction des élaguer les possibles doublons, et reclassifier chaînes de transmission ou préciser la zone de santé et le statut (décès, guéris, actifs, etc.) Vérification active sur le terrain 6 Insuffisance d’approvisionnement Fragilisation de la prise Plaidoyer et approvisionnement urgent en en MEG et intrants médicaux en charge globale médicaments essentiels 7 Insuffisance des intrants PCI Risque élevé d’infections Approvisionnement urgent, renforcement des (EPI, chlore) et formation limitée nosocomiales (78 cas formations en PCI HCW dont 18 décès, létalité 23,1%) 8 Stock des échantillons non Retard de confirmation, Déployer un plan de rattrapage laboratoire, encore analysés (backlog) au létalité élevée (54,9%) renforcer capacités diagnostiques laboratoire au Nord-Kivu et diagnostic tardif 9 Insuffisance d’ambulances et de Retards de transfert et Déploiement urgent de moyens logistiques et structures d’isolement (gap de 20 isolement, augmentation infrastructures supplémentaires centres) du risque de transmission 10 Coordination insuffisante et faible Inefficience Renforcer les mécanismes de coordination à utilisation des cadres COUSP opérationnelle et tous les niveaux, rendre opérationnels les décisions retardées COUSP provinciaux 11 Insuffisance des ressources Limitation de la mise en Mobilisation urgente des ressources, financières (gap 20 millions USD) œuvre de tous les piliers plaidoyer auprès des partenaires de la riposte 12 Insécurité et accès limité Restriction des Renforcement de la coordination sécuritaire et (CODECO, ADF) opérations, accès limité accès humanitaire aux zones à haut risque 13 Continuité des services Augmentation de la Mise en œuvre effective de la gratuité des essentiels (CEHS) compromise mortalité indirecte (non soins, renforcement CEHS Ebola) 14 Forte mobilité des populations Risque élevé Renforcer la surveillance aux PoE/PoC et d’expansion coordination transfrontalière géographique rapide 11 Dotation des kits PCI dans 3 ESS dans la ZS Mongbwalu, province de l’Ituri. 12 Pour l’Institut National de la Santé Publique (INSP) de la RDC Le Directeur Général de l’INSP Dr MWAMBA KAZADI Dieudonné E-mail : dieudonne.mwamba@insp.cd POUR TOUTE INFORMATION Tel. : +243 816 040 145 SUPPLÉMENTAIRE, VEUILLEZ CONTACTER Le Coordonnateur COU-SP Prof NGANDU Christian E-mail : Christian.ngandu@insp.cd Tél. : +243998091915 L’Incident Manager Prof Pierre AKILIMALI E-mail : pierre.akilimali@insp.cd Tél. : +243815800288 Avec l’appui technique de l’Organisation Mondiale de la Santé (OMS) et de Africa CDC 13",2026-06-25 17:04:16.220052,candidate_ok,TRUE,selected_observed_candidate
38,cumulative_confirmed_cases,cases,1048,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 1048 267 25,5% 34 sur 104 (32,7 %) 45",2026-06-25 17:04:02.714043,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
38,cumulative_deaths,deaths,267,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 1048 267 25,5% 34 sur 104 (32,7 %) 45",2026-06-25 17:04:02.719184,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
38,deaths_ituri,deaths,216,observed,text_line,province_row_ituri,2,"Ituri 954 216 22,6% 22 sur 36 (61,1 %) 38",2026-06-25 17:04:02.571416,candidate_ok,TRUE,selected_observed_candidate
38,deaths_nordkivu,deaths,122,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 2 122 1 364 64,3%",2026-06-25 17:04:06.807365,candidate_ok,TRUE,selected_observed_candidate
38,deaths_sudkivu,deaths,58,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 58 58 100,0%",2026-06-25 17:04:06.904784,candidate_ok,TRUE,selected_observed_candidate
38,hz_affected_ituri,geography,22,observed,text_line,hz_affected_ituri,2,"• Ituri (22/36) : Aru, Aungba, Bambu, Bunia, Damas, Drodro, Gety, Kilo, Komanda, Lita,",2026-06-25 17:04:00.07331,candidate_ok,TRUE,selected_observed_candidate
38,hz_affected_national,geography,34,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 1048 267 25,5% 34 sur 104 (32,7 %) 45",2026-06-25 17:04:02.752063,candidate_ok,TRUE,selected_observed_candidate
38,hz_affected_nordkivu,geography,11,observed,text_line,hz_affected_nordkivu,2,"(34) • Nord-Kivu (11/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha,",2026-06-25 17:04:00.270127,candidate_ok,TRUE,selected_observed_candidate
38,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2,• Sud-Kivu (1/34) : Miti-Murhesa,2026-06-25 17:04:00.357608,candidate_ok,TRUE,selected_observed_candidate
38,samples_collected,laboratory,3,observed,text_line,narr_samples_collected,4,• Sud-Kivu : 3 nouveaux échantillons ont été collectés et tous sont revenus négatifs à la MVE après,2026-06-25 17:04:09.188656,candidate_ok,TRUE,selected_observed_candidate
39,alerts_reported,surveillance,175,observed,text_line,tbl_alerts_reported,3,Alertes remontées 175 703 13 891,2026-06-25 17:04:25.684348,candidate_ok,TRUE,selected_observed_candidate
39,case_fatality_ratio,deaths,25.3,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 1094 277 25,3% 34 sur 104 (32,7 %) 46",2026-06-25 17:04:23.190053,candidate_ok,TRUE,selected_observed_candidate
39,cases_ituri,cases,997,observed,text_line,province_row_ituri,2,"Ituri 997 226 22,7% 22 sur 36 (61,1 %) 43",2026-06-25 17:04:23.111462,candidate_ok,TRUE,selected_observed_candidate
39,cases_nordkivu,cases,94,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 94 50 53,2% 11 sur 34 (32,3 %) 3",2026-06-25 17:04:23.13309,candidate_ok,TRUE,selected_observed_candidate
39,cases_sudkivu,cases,96,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 96 96 100,0%",2026-06-25 17:04:26.076184,candidate_ok,TRUE,selected_observed_candidate
39,cumulative_confirmed_cases,cases,1094,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 1094 277 25,3% 34 sur 104 (32,7 %) 46",2026-06-25 17:04:23.183465,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
39,cumulative_deaths,deaths,277,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 1094 277 25,3% 34 sur 104 (32,7 %) 46",2026-06-25 17:04:23.186907,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
39,deaths_ituri,deaths,244,observed,text_line,province_row_ituri,2,"Ituri 6 244 4 540 72,7%",2026-06-25 17:04:26.006866,candidate_ok,TRUE,selected_observed_candidate
39,deaths_nordkivu,deaths,50,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 94 50 53,2% 11 sur 34 (32,3 %) 3",2026-06-25 17:04:23.136795,candidate_ok,TRUE,selected_observed_candidate
39,deaths_sudkivu,deaths,96,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 96 96 100,0%",2026-06-25 17:04:26.079809,candidate_ok,TRUE,selected_observed_candidate
39,hz_affected_ituri,geography,22,observed,text_line,hz_affected_ituri,2,"• Ituri (22/36) : Aru, Aungba, Bambu, Bunia, Damas, Drodro, Gety, Kilo, Komanda, Lita,",2026-06-25 17:04:22.13421,candidate_ok,TRUE,selected_observed_candidate
39,hz_affected_national,geography,34,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 1094 277 25,3% 34 sur 104 (32,7 %) 46",2026-06-25 17:04:23.192951,candidate_ok,TRUE,selected_observed_candidate
39,hz_affected_nordkivu,geography,11,observed,text_line,hz_affected_nordkivu,2,"(34) • Nord-Kivu (11/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha,",2026-06-25 17:04:22.21663,candidate_ok,TRUE,selected_observed_candidate
39,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2,• Sud-Kivu (1/34) : Miti-Murhesa,2026-06-25 17:04:22.264538,candidate_ok,TRUE,selected_observed_candidate
39,samples_positive,laboratory,3,observed,text_line,narr_samples_positive,4,• Nord-Kivu : 73 nouveaux échantillons collectés dont 65 ont été analysés et 3 sont revenus positifs à,2026-06-25 17:04:26.911549,candidate_ok,TRUE,selected_observed_candidate
40,alerts_reported,surveillance,699,observed,text_line,narr_alerts_reported,4,"Au décours de la journée du 23 juin 2026, 699 alertes ont été remontées à travers les trois provinces, 695",2026-06-25 17:04:39.677441,candidate_ok,TRUE,selected_observed_candidate
40,case_fatality_ratio,deaths,26,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 1118 291 26,0% 34 sur 104 (32,7 %) 24",2026-06-25 17:04:37.037247,candidate_ok,TRUE,selected_observed_candidate
40,cases_ituri,cases,1020,observed,text_line,province_row_ituri,2,"Ituri 1020 238 23,3% 22 sur 36 (61,1 %) 23",2026-06-25 17:04:36.974466,candidate_ok,TRUE,selected_observed_candidate
